Results on the classifier: CLASSIFIERS for the cipher: AES on mode: CBC

img: t | detection: 3 | compression time: 0,066s | decompression time: 0,003s | img initial dimension: 7kb | img secure dimension: 10kb | img decompressed dimensions: 19kb.
img: t | detection: 2 | compression time: 0,145s | decompression time: 0,033s | img initial dimension: 5kb | img secure dimension: 7kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,094s | decompression time: 0,023s | img initial dimension: 7kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 1 | compression time: 0,12s | decompression time: 0,034s | img initial dimension: 5kb | img secure dimension: 7kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,107s | decompression time: 0,03s | img initial dimension: 5kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,106s | decompression time: 0,019s | img initial dimension: 7kb | img secure dimension: 9kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,117s | decompression time: 0,03s | img initial dimension: 7kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,119s | decompression time: 0,023s | img initial dimension: 6kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 1 | compression time: 0,128s | decompression time: 0,029s | img initial dimension: 6kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,114s | decompression time: 0,021s | img initial dimension: 7kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,103s | decompression time: 0,032s | img initial dimension: 6kb | img secure dimension: 9kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,117s | decompression time: 0,028s | img initial dimension: 11kb | img secure dimension: 14kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,196s | decompression time: 0,024s | img initial dimension: 9kb | img secure dimension: 12kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,114s | decompression time: 0,033s | img initial dimension: 6kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,14s | decompression time: 0,028s | img initial dimension: 5kb | img secure dimension: 7kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,116s | decompression time: 0,031s | img initial dimension: 4kb | img secure dimension: 6kb | img decompressed dimensions: 26kb.
img: t | detection: 1 | compression time: 0,102s | decompression time: 0,032s | img initial dimension: 4kb | img secure dimension: 6kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,138s | decompression time: 0,03s | img initial dimension: 5kb | img secure dimension: 7kb | img decompressed dimensions: 26kb.
img: t | detection: 6 | compression time: 0,952s | decompression time: 0,034s | img initial dimension: 151kb | img secure dimension: 155kb | img decompressed dimensions: 26kb.
img: t | detection: 9 | compression time: 1,467s | decompression time: 0,005s | img initial dimension: 139kb | img secure dimension: 142kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,17s | decompression time: 0,003s | img initial dimension: 33kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,142s | decompression time: 0,003s | img initial dimension: 36kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 1 | compression time: 0,583s | decompression time: 0,003s | img initial dimension: 230kb | img secure dimension: 230kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,154s | decompression time: 0,003s | img initial dimension: 50kb | img secure dimension: 230kb | img decompressed dimensions: 26kb.
img: t | detection: 1 | compression time: 0,166s | decompression time: 0,003s | img initial dimension: 42kb | img secure dimension: 41kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,115s | decompression time: 0,003s | img initial dimension: 32kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 4 | compression time: 0,6s | decompression time: 0,003s | img initial dimension: 159kb | img secure dimension: 160kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,124s | decompression time: 0,003s | img initial dimension: 46kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 6 | compression time: 0,52s | decompression time: 0,003s | img initial dimension: 152kb | img secure dimension: 154kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,085s | decompression time: 0,003s | img initial dimension: 45kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,11s | decompression time: 0,003s | img initial dimension: 45kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 7 | compression time: 0,567s | decompression time: 0,004s | img initial dimension: 109kb | img secure dimension: 112kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,119s | decompression time: 0,003s | img initial dimension: 46kb | img secure dimension: 46kb | img decompressed dimensions: 26kb.
img: t | detection: 5 | compression time: 0,186s | decompression time: 0,003s | img initial dimension: 38kb | img secure dimension: 39kb | img decompressed dimensions: 26kb.
img: t | detection: 7 | compression time: 0,63s | decompression time: 0,003s | img initial dimension: 125kb | img secure dimension: 127kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,443s | decompression time: 0,003s | img initial dimension: 190kb | img secure dimension: 190kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,344s | decompression time: 0,003s | img initial dimension: 181kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 11 | compression time: 0,634s | decompression time: 0,002s | img initial dimension: 135kb | img secure dimension: 142kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,135s | decompression time: 0,003s | img initial dimension: 34kb | img secure dimension: 34kb | img decompressed dimensions: 26kb.
img: t | detection: 6 | compression time: 0,463s | decompression time: 0,003s | img initial dimension: 116kb | img secure dimension: 119kb | img decompressed dimensions: 26kb.
img: t | detection: 8 | compression time: 0,557s | decompression time: 0,003s | img initial dimension: 158kb | img secure dimension: 162kb | img decompressed dimensions: 26kb.
img: t | detection: 8 | compression time: 0,609s | decompression time: 0,002s | img initial dimension: 175kb | img secure dimension: 179kb | img decompressed dimensions: 26kb.
img: t | detection: 4 | compression time: 0,146s | decompression time: 0,003s | img initial dimension: 35kb | img secure dimension: 38kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,53s | decompression time: 0,003s | img initial dimension: 176kb | img secure dimension: 177kb | img decompressed dimensions: 26kb.
img: t | detection: 7 | compression time: 0,408s | decompression time: 0,003s | img initial dimension: 197kb | img secure dimension: 199kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,116s | decompression time: 0,003s | img initial dimension: 53kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 6 | compression time: 0,646s | decompression time: 0,003s | img initial dimension: 180kb | img secure dimension: 183kb | img decompressed dimensions: 26kb.
img: t | detection: 11 | compression time: 0,627s | decompression time: 0,003s | img initial dimension: 159kb | img secure dimension: 164kb | img decompressed dimensions: 26kb.

average compression time: 0,228s | average decompression time: 0,011s | average initial dimension: 45,278kb | average secure dimension: 43,557kb.


Results on the classifier: CLASSIFIERS for the cipher: AES on mode: OFB

img: t | detection: 3 | compression time: 0,071s | decompression time: 0,003s | img initial dimension: 7kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 1 | compression time: 0,051s | decompression time: 0,003s | img initial dimension: 4kb | img secure dimension: 5kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,066s | decompression time: 0,003s | img initial dimension: 10kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,073s | decompression time: 0,003s | img initial dimension: 6kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,111s | decompression time: 0,003s | img initial dimension: 7kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,111s | decompression time: 0,003s | img initial dimension: 8kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,092s | decompression time: 0,003s | img initial dimension: 7kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,098s | decompression time: 0,003s | img initial dimension: 8kb | img secure dimension: 11kb | img decompressed dimensions: 26kb.
img: t | detection: 1 | compression time: 0,084s | decompression time: 0,003s | img initial dimension: 6kb | img secure dimension: 9kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,131s | decompression time: 0,003s | img initial dimension: 4kb | img secure dimension: 6kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,133s | decompression time: 0,003s | img initial dimension: 4kb | img secure dimension: 6kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,158s | decompression time: 0,003s | img initial dimension: 7kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,086s | decompression time: 0,003s | img initial dimension: 6kb | img secure dimension: 9kb | img decompressed dimensions: 26kb.
img: t | detection: 4 | compression time: 0,159s | decompression time: 0,003s | img initial dimension: 6kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,216s | decompression time: 0,013s | img initial dimension: 5kb | img secure dimension: 7kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,145s | decompression time: 0,003s | img initial dimension: 5kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,171s | decompression time: 0,003s | img initial dimension: 8kb | img secure dimension: 11kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,12s | decompression time: 0,003s | img initial dimension: 7kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,136s | decompression time: 0,003s | img initial dimension: 7kb | img secure dimension: 9kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,096s | decompression time: 0,003s | img initial dimension: 6kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,106s | decompression time: 0,003s | img initial dimension: 5kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,17s | decompression time: 0,003s | img initial dimension: 8kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,148s | decompression time: 0,003s | img initial dimension: 8kb | img secure dimension: 11kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,084s | decompression time: 0,004s | img initial dimension: 6kb | img secure dimension: 9kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,139s | decompression time: 0,003s | img initial dimension: 6kb | img secure dimension: 9kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,144s | decompression time: 0,003s | img initial dimension: 5kb | img secure dimension: 7kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,203s | decompression time: 0,003s | img initial dimension: 7kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,105s | decompression time: 0,003s | img initial dimension: 7kb | img secure dimension: 9kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,113s | decompression time: 0,003s | img initial dimension: 6kb | img secure dimension: 9kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,106s | decompression time: 0,003s | img initial dimension: 7kb | img secure dimension: 9kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,139s | decompression time: 0,003s | img initial dimension: 6kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,181s | decompression time: 0,003s | img initial dimension: 6kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,132s | decompression time: 0,003s | img initial dimension: 5kb | img secure dimension: 7kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,221s | decompression time: 0,004s | img initial dimension: 7kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 1 | compression time: 0,163s | decompression time: 0,013s | img initial dimension: 5kb | img secure dimension: 7kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,143s | decompression time: 0,026s | img initial dimension: 5kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,109s | decompression time: 0,021s | img initial dimension: 7kb | img secure dimension: 9kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,13s | decompression time: 0,02s | img initial dimension: 7kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,139s | decompression time: 0,024s | img initial dimension: 6kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 1 | compression time: 0,128s | decompression time: 0,022s | img initial dimension: 6kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,122s | decompression time: 0,028s | img initial dimension: 7kb | img secure dimension: 10kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,111s | decompression time: 0,029s | img initial dimension: 6kb | img secure dimension: 9kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,118s | decompression time: 0,028s | img initial dimension: 11kb | img secure dimension: 14kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 2,266s | decompression time: 0,003s | img initial dimension: 9kb | img secure dimension: 12kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,059s | decompression time: 0,003s | img initial dimension: 6kb | img secure dimension: 8kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,062s | decompression time: 0,003s | img initial dimension: 5kb | img secure dimension: 7kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,074s | decompression time: 0,003s | img initial dimension: 4kb | img secure dimension: 6kb | img decompressed dimensions: 26kb.
img: t | detection: 1 | compression time: 0,063s | decompression time: 0,003s | img initial dimension: 4kb | img secure dimension: 6kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,091s | decompression time: 0,003s | img initial dimension: 5kb | img secure dimension: 7kb | img decompressed dimensions: 26kb.
img: t | detection: 6 | compression time: 0,905s | decompression time: 0,003s | img initial dimension: 151kb | img secure dimension: 155kb | img decompressed dimensions: 26kb.
img: t | detection: 9 | compression time: 0,654s | decompression time: 0,003s | img initial dimension: 139kb | img secure dimension: 142kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,101s | decompression time: 0,003s | img initial dimension: 33kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,143s | decompression time: 0,003s | img initial dimension: 36kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 1 | compression time: 0,54s | decompression time: 0,003s | img initial dimension: 230kb | img secure dimension: 230kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,126s | decompression time: 0,003s | img initial dimension: 50kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 1 | compression time: 0,124s | decompression time: 0,003s | img initial dimension: 42kb | img secure dimension: 41kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,132s | decompression time: 0,003s | img initial dimension: 32kb | img secure dimension: 41kb | img decompressed dimensions: 26kb.
img: t | detection: 4 | compression time: 0,563s | decompression time: 0,003s | img initial dimension: 159kb | img secure dimension: 160kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,116s | decompression time: 0,003s | img initial dimension: 46kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 6 | compression time: 0,567s | decompression time: 0,003s | img initial dimension: 152kb | img secure dimension: 154kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,1s | decompression time: 0,003s | img initial dimension: 45kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,132s | decompression time: 0,004s | img initial dimension: 45kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 7 | compression time: 0,602s | decompression time: 0,003s | img initial dimension: 109kb | img secure dimension: 112kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,124s | decompression time: 0,003s | img initial dimension: 46kb | img secure dimension: 46kb | img decompressed dimensions: 26kb.
img: t | detection: 5 | compression time: 0,193s | decompression time: 0,003s | img initial dimension: 38kb | img secure dimension: 39kb | img decompressed dimensions: 26kb.
img: t | detection: 7 | compression time: 0,576s | decompression time: 0,003s | img initial dimension: 125kb | img secure dimension: 127kb | img decompressed dimensions: 26kb.
img: t | detection: 2 | compression time: 0,505s | decompression time: 0,003s | img initial dimension: 190kb | img secure dimension: 190kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,398s | decompression time: 0,003s | img initial dimension: 181kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 11 | compression time: 0,687s | decompression time: 0,003s | img initial dimension: 135kb | img secure dimension: 142kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,102s | decompression time: 0,003s | img initial dimension: 34kb | img secure dimension: 34kb | img decompressed dimensions: 26kb.
img: t | detection: 6 | compression time: 0,441s | decompression time: 0,003s | img initial dimension: 116kb | img secure dimension: 119kb | img decompressed dimensions: 26kb.
img: t | detection: 8 | compression time: 0,604s | decompression time: 0,003s | img initial dimension: 158kb | img secure dimension: 162kb | img decompressed dimensions: 26kb.
img: t | detection: 8 | compression time: 0,689s | decompression time: 0,003s | img initial dimension: 175kb | img secure dimension: 179kb | img decompressed dimensions: 26kb.
img: t | detection: 4 | compression time: 0,145s | decompression time: 0,003s | img initial dimension: 35kb | img secure dimension: 38kb | img decompressed dimensions: 26kb.
img: t | detection: 3 | compression time: 0,529s | decompression time: 0,003s | img initial dimension: 176kb | img secure dimension: 177kb | img decompressed dimensions: 26kb.
img: t | detection: 7 | compression time: 0,425s | decompression time: 0,002s | img initial dimension: 197kb | img secure dimension: 199kb | img decompressed dimensions: 26kb.
img: t | detection: 0 | compression time: 0,112s | decompression time: 0,003s | img initial dimension: 53kb | img secure dimension: 0kb | img decompressed dimensions: 26kb.
img: t | detection: 6 | compression time: 0,7s | decompression time: 0,003s | img initial dimension: 180kb | img secure dimension: 183kb | img decompressed dimensions: 26kb.
img: t | detection: 11 | compression time: 0,661s | decompression time: 0,002s | img initial dimension: 159kb | img secure dimension: 164kb | img decompressed dimensions: 26kb.

average compression time: 0,25s | average decompression time: 0,005s | average initial dimension: 45,278kb | average secure dimension: 41,165kb.


